latitude,longitude,satellites,speed,altitude,heading,temperature,bpm,year,month,day,hours,minutes,seconds,centiseconds
45.3256425,9.6948660,7,0.3,74.2,0.0,28.8,0,2021,05,10,17,56,50,60
45.3256425,9.6948658,7,0.2,74.2,0.0,28.8,0,2021,05,10,17,56,50,70
45.3256423,9.6948658,7,0.2,74.2,0.0,28.8,0,2021,05,10,17,56,50,80
45.3256423,9.6948657,7,0.4,74.1,0.0,28.8,0,2021,05,10,17,56,50,90
45.3256423,9.6948657,7,0.2,74.1,0.0,28.8,0,2021,05,10,17,56,51,00
45.3256423,9.6948653,7,0.3,74.1,0.0,28.8,0,2021,05,10,17,56,51,10
45.3256422,9.6948652,7,0.4,74.1,0.0,28.8,0,2021,05,10,17,56,51,20
45.3256422,9.6948648,7,0.7,74.1,0.0,28.8,0,2021,05,10,17,56,51,30
45.3256422,9.6948647,7,0.7,74.1,0.0,28.8,0,2021,05,10,17,56,51,40
45.3256420,9.6948643,7,0.8,74.0,0.0,28.8,0,2021,05,10,17,56,51,50
45.3256420,9.6948638,7,0.9,74.0,0.0,28.8,0,2021,05,10,17,56,51,60
45.3256418,9.6948635,7,0.9,74.0,0.0,28.8,0,2021,05,10,17,56,51,70
45.3256418,9.6948630,7,1.1,74.0,264.5,28.8,0,2021,05,10,17,56,51,80
45.3256417,9.6948627,7,1.4,74.0,252.8,28.8,0,2021,05,10,17,56,51,90
45.3256415,9.6948622,7,1.4,74.0,253.1,28.8,0,2021,05,10,17,56,52,00
45.3256415,9.6948613,7,1.8,74.0,257.5,28.8,0,2021,05,10,17,56,52,10
45.3256415,9.6948607,7,2.1,74.0,259.1,28.8,0,2021,05,10,17,56,52,20
45.3256413,9.6948598,7,2.1,74.0,259.8,28.8,0,2021,05,10,17,56,52,30
45.3256413,9.6948592,7,2.3,74.0,261.1,28.8,0,2021,05,10,17,56,52,40
45.3256412,9.6948582,7,2.5,74.0,259.5,28.8,0,2021,05,10,17,56,52,50
45.3256408,9.6948573,7,2.6,74.0,256.8,28.8,0,2021,05,10,17,56,52,60
45.3256408,9.6948560,7,3.0,74.0,261.2,28.8,0,2021,05,10,17,56,52,70
45.3256408,9.6948550,7,3.0,74.0,261.7,28.8,0,2021,05,10,17,56,52,80
45.3256407,9.6948538,7,3.2,74.0,261.0,28.8,0,2021,05,10,17,56,52,90
45.3256405,9.6948527,7,3.4,74.0,261.4,28.8,0,2021,05,10,17,56,53,00
45.3256405,9.6948515,7,3.4,74.0,261.8,28.8,0,2021,05,10,17,56,53,10
45.3256403,9.6948502,7,3.5,74.0,262.3,28.8,0,2021,05,10,17,56,53,20
45.3256403,9.6948487,7,4.0,74.0,262.6,28.8,0,2021,05,10,17,56,53,30
45.3256402,9.6948472,7,4.1,74.0,262.4,28.8,0,2021,05,10,17,56,53,40
45.3256402,9.6948457,7,4.2,74.0,264.0,28.8,0,2021,05,10,17,56,53,50
45.3256400,9.6948442,7,4.3,74.0,264.2,28.8,0,2021,05,10,17,56,53,60
45.3256402,9.6948427,7,4.4,74.0,266.3,28.8,0,2021,05,10,17,56,53,70
45.3256402,9.6948412,7,4.9,74.0,267.3,28.8,0,2021,05,10,17,56,53,80
45.3256402,9.6948395,7,4.9,74.0,267.8,28.8,0,2021,05,10,17,56,53,90
45.3256402,9.6948377,7,5.3,74.0,268.7,28.8,0,2021,05,10,17,56,54,00
45.3256402,9.6948358,7,5.2,74.1,269.5,28.8,0,2021,05,10,17,56,54,10
45.3256402,9.6948345,7,4.8,74.1,268.8,28.8,0,2021,05,10,17,56,54,20
45.3256403,9.6948327,7,5.2,74.1,269.0,28.8,0,2021,05,10,17,56,54,30
45.3256405,9.6948310,7,5.2,74.1,269.7,28.8,0,2021,05,10,17,56,54,40
45.3256407,9.6948292,7,5.4,74.2,270.9,28.8,0,2021,05,10,17,56,54,50
45.3256407,9.6948273,7,5.5,74.2,270.9,28.8,0,2021,05,10,17,56,54,60
45.3256407,9.6948257,7,5.5,74.2,269.0,28.8,0,2021,05,10,17,56,54,70
45.3256407,9.6948240,7,5.4,74.2,268.1,28.8,0,2021,05,10,17,56,54,80
45.3256405,9.6948222,7,5.5,74.2,267.0,28.8,0,2021,05,10,17,56,54,90
45.3256403,9.6948202,7,5.6,74.2,266.4,28.8,0,2021,05,10,17,56,55,00
45.3256403,9.6948182,7,5.6,74.2,266.6,28.8,0,2021,05,10,17,56,55,10
45.3256400,9.6948165,7,5.1,74.2,262.5,28.8,0,2021,05,10,17,56,55,20
45.3256395,9.6948148,7,5.2,74.2,258.7,28.8,0,2021,05,10,17,56,55,30
45.3256392,9.6948130,7,5.1,74.2,256.7,28.8,0,2021,05,10,17,56,55,40
45.3256387,9.6948108,7,5.9,74.2,254.7,28.8,0,2021,05,10,17,56,55,50
45.3256382,9.6948092,7,5.6,74.2,253.5,28.8,0,2021,05,10,17,56,55,60
45.3256375,9.6948075,7,5.4,74.2,250.5,28.8,0,2021,05,10,17,56,55,70
45.3256372,9.6948055,7,5.6,74.2,250.4,28.8,0,2021,05,10,17,56,55,80
45.3256367,9.6948037,7,5.8,74.2,249.9,28.8,0,2021,05,10,17,56,55,90
45.3256357,9.6948023,7,5.9,74.3,245.0,28.8,0,2021,05,10,17,56,56,00
45.3256350,9.6948008,7,5.4,74.3,242.3,28.8,0,2021,05,10,17,56,56,10
45.3256342,9.6947992,7,5.4,74.2,239.2,28.8,0,2021,05,10,17,56,56,20
45.3256335,9.6947972,7,6.1,74.2,240.5,28.8,0,2021,05,10,17,56,56,30
45.3256325,9.6947960,7,5.5,74.2,236.7,28.8,0,2021,05,10,17,56,56,40
45.3256318,9.6947945,7,5.5,74.2,234.7,28.8,0,2021,05,10,17,56,56,50
45.3256308,9.6947930,7,5.8,74.2,233.3,28.8,0,2021,05,10,17,56,56,60
45.3256300,9.6947915,7,5.6,74.2,231.7,28.8,0,2021,05,10,17,56,56,70
45.3256292,9.6947900,7,5.6,74.2,231.1,28.8,0,2021,05,10,17,56,56,80
45.3256282,9.6947887,7,5.8,74.2,229.8,28.8,0,2021,05,10,17,56,56,90
45.3256270,9.6947875,7,5.5,74.2,226.2,28.8,0,2021,05,10,17,56,57,00
45.3256262,9.6947865,7,5.2,74.2,224.4,28.8,0,2021,05,10,17,56,57,10
45.3256252,9.6947855,7,5.0,74.2,222.6,28.8,0,2021,05,10,17,56,57,20
45.3256242,9.6947847,7,4.6,74.2,219.2,28.8,0,2021,05,10,17,56,57,30
45.3256233,9.6947838,7,4.5,74.2,216.5,28.8,0,2021,05,10,17,56,57,40
45.3256225,9.6947830,7,4.3,74.2,216.0,28.8,0,2021,05,10,17,56,57,50
45.3256217,9.6947823,7,3.8,74.2,214.3,28.8,0,2021,05,10,17,56,57,60
45.3256210,9.6947820,7,3.5,74.2,211.4,28.8,0,2021,05,10,17,56,57,70
45.3256205,9.6947815,7,3.1,74.2,210.5,28.8,0,2021,05,10,17,56,57,80
45.3256197,9.6947812,7,3.1,74.2,206.9,28.8,0,2021,05,10,17,56,57,90
45.3256193,9.6947807,7,2.6,74.2,208.9,28.8,0,2021,05,10,17,56,58,00
45.3256188,9.6947803,7,2.4,74.2,208.1,28.8,0,2021,05,10,17,56,58,10
45.3256185,9.6947802,7,1.8,74.2,207.3,28.8,0,2021,05,10,17,56,58,20
45.3256182,9.6947798,7,1.5,74.2,205.8,28.8,0,2021,05,10,17,56,58,30
45.3256178,9.6947797,7,1.6,74.2,203.2,28.8,0,2021,05,10,17,56,58,40
45.3256175,9.6947793,7,1.4,74.1,204.2,28.8,0,2021,05,10,17,56,58,50
45.3256172,9.6947792,7,1.4,74.1,203.7,28.8,0,2021,05,10,17,56,58,60
45.3256168,9.6947792,7,1.2,74.1,200.3,28.8,0,2021,05,10,17,56,58,70
45.3256165,9.6947792,7,1.2,74.1,197.3,28.8,0,2021,05,10,17,56,58,80
45.3256163,9.6947790,7,1.1,74.1,194.5,28.8,0,2021,05,10,17,56,58,90
45.3256162,9.6947788,7,1.0,74.0,194.8,28.8,0,2021,05,10,17,56,59,00
45.3256158,9.6947787,7,1.0,74.0,193.2,28.8,0,2021,05,10,17,56,59,10
45.3256157,9.6947785,7,0.8,74.0,193.2,28.8,0,2021,05,10,17,56,59,20
45.3256157,9.6947785,7,0.5,74.0,193.2,28.8,0,2021,05,10,17,56,59,30
